payout_id,influencer_id,basis,rate,orders,total_payout
p_out_7440,inf_018,Order,0.08,1,28.0
p_out_7441,inf_018,Order,0.08,1,72.0
p_out_7442,inf_018,Order,0.08,1,36.0
p_out_7443,inf_018,Order,0.08,1,28.0
p_out_7444,inf_018,Order,0.08,1,28.0
p_out_7445,inf_018,Order,0.08,1,36.0
p_out_7446,inf_018,Order,0.08,1,28.0
p_out_7447,inf_018,Order,0.08,1,72.0
p_out_7448,inf_018,Order,0.08,1,36.0
p_out_7449,inf_018,Order,0.08,1,28.0
p_out_7450,inf_018,Order,0.08,1,36.0
p_out_7451,inf_018,Order,0.08,1,72.0
p_out_7452,inf_018,Order,0.08,1,28.0
p_out_7453,inf_018,Order,0.08,1,72.0
p_out_7454,inf_018,Order,0.08,1,72.0
p_out_7455,inf_018,Order,0.08,1,28.0
p_out_7456,inf_018,Order,0.08,1,72.0
p_out_7457,inf_018,Order,0.08,1,72.0
p_out_7458,inf_018,Order,0.08,1,72.0
p_out_7459,inf_018,Order,0.08,1,28.0
p_out_7460,inf_018,Order,0.08,1,72.0
p_out_7461,inf_018,Order,0.08,1,28.0
p_out_7462,inf_018,Order,0.08,1,36.0
p_out_7463,inf_018,Order,0.08,1,28.0
p_out_7464,inf_018,Order,0.08,1,36.0
p_out_7465,inf_018,Order,0.08,1,72.0
p_out_7466,inf_018,Order,0.08,1,72.0
p_out_7467,inf_018,Order,0.08,1,72.0
p_out_7468,inf_018,Order,0.08,1,28.0
p_out_7469,inf_018,Order,0.08,1,28.0
p_out_7470,inf_018,Order,0.08,1,36.0
p_out_7471,inf_018,Order,0.08,1,36.0
p_out_7472,inf_018,Order,0.08,1,72.0
p_out_7473,inf_018,Order,0.08,1,72.0
p_out_7474,inf_018,Order,0.08,1,36.0
p_out_7475,inf_018,Order,0.08,1,72.0
p_out_7476,inf_018,Order,0.08,1,28.0
p_out_7477,inf_018,Order,0.08,1,28.0
p_out_7478,inf_018,Order,0.08,1,36.0
p_out_7479,inf_018,Order,0.08,1,72.0
p_out_7480,inf_018,Order,0.08,1,36.0
p_out_7481,inf_018,Order,0.08,1,76.0
p_out_7482,inf_018,Order,0.08,1,64.0
p_out_7483,inf_018,Order,0.08,1,64.0
p_out_7484,inf_018,Order,0.08,1,52.0
p_out_7485,inf_018,Order,0.08,1,144.0
p_out_7486,inf_018,Order,0.08,1,64.0
p_out_7487,inf_018,Order,0.08,1,64.0
p_out_7488,inf_018,Order,0.08,1,76.0
p_out_7489,inf_018,Order,0.08,1,76.0
p_out_7490,inf_018,Order,0.08,1,64.0
p_out_7491,inf_018,Order,0.08,1,52.0
p_out_7492,inf_018,Order,0.08,1,144.0
p_out_7493,inf_018,Order,0.08,1,64.0
p_out_7494,inf_018,Order,0.08,1,64.0
p_out_7495,inf_018,Order,0.08,1,76.0
p_out_7496,inf_018,Order,0.08,1,52.0
p_out_7497,inf_018,Order,0.08,1,144.0
p_out_7498,inf_018,Order,0.08,1,64.0
p_out_7499,inf_018,Order,0.08,1,76.0
p_out_7500,inf_018,Order,0.08,1,76.0
p_out_7501,inf_018,Order,0.08,1,64.0
p_out_7502,inf_018,Order,0.08,1,76.0
p_out_7503,inf_018,Order,0.08,1,64.0
p_out_7504,inf_018,Order,0.08,1,76.0
p_out_7505,inf_018,Order,0.08,1,52.0
p_out_7506,inf_018,Order,0.08,1,76.0
p_out_7507,inf_018,Order,0.08,1,144.0
p_out_7508,inf_018,Order,0.08,1,76.0
p_out_7509,inf_018,Order,0.08,1,144.0
p_out_7510,inf_018,Order,0.08,1,64.0
p_out_7511,inf_018,Order,0.08,1,76.0
p_out_7512,inf_018,Order,0.08,1,52.0
p_out_7513,inf_018,Order,0.08,1,144.0
p_out_7514,inf_018,Order,0.08,1,144.0
p_out_7515,inf_018,Order,0.08,1,144.0
p_out_7516,inf_018,Order,0.08,1,76.0
p_out_7517,inf_018,Order,0.08,1,52.0
p_out_7518,inf_018,Order,0.08,1,76.0
p_out_7519,inf_018,Order,0.08,1,52.0
p_out_7520,inf_018,Order,0.08,1,52.0
p_out_7521,inf_018,Order,0.08,1,76.0
p_out_7522,inf_018,Order,0.08,1,144.0
p_out_7523,inf_018,Order,0.08,1,52.0
p_out_7524,inf_018,Order,0.08,1,64.0
p_out_7525,inf_018,Order,0.08,1,52.0
p_out_7526,inf_018,Order,0.08,1,144.0
p_out_7527,inf_018,Order,0.08,1,144.0
p_out_7528,inf_018,Order,0.08,1,144.0
p_out_7529,inf_018,Order,0.08,1,52.0
p_out_7530,inf_018,Order,0.08,1,76.0
p_out_7531,inf_018,Order,0.08,1,144.0
p_out_7532,inf_018,Order,0.08,1,144.0
p_out_7533,inf_018,Order,0.08,1,144.0
p_out_7534,inf_018,Order,0.08,1,144.0
p_out_7535,inf_018,Order,0.08,1,52.0
p_out_7536,inf_018,Order,0.08,1,64.0
p_out_7537,inf_018,Order,0.08,1,144.0
p_out_7538,inf_018,Order,0.08,1,52.0
p_out_7539,inf_018,Order,0.08,1,52.0
p_out_7540,inf_018,Order,0.08,1,52.0
p_out_7541,inf_018,Order,0.08,1,64.0
p_out_7542,inf_018,Order,0.08,1,52.0
p_out_7543,inf_018,Order,0.08,1,144.0
p_out_7544,inf_018,Order,0.08,1,64.0
p_out_7545,inf_018,Order,0.08,1,52.0
p_out_7546,inf_018,Order,0.08,1,144.0
p_out_7547,inf_018,Order,0.08,1,76.0
p_out_7548,inf_018,Order,0.08,1,144.0
p_out_7549,inf_018,Order,0.08,1,76.0
p_out_7550,inf_018,Order,0.08,1,64.0
p_out_7551,inf_018,Order,0.08,1,52.0
p_out_7552,inf_018,Order,0.08,1,52.0
p_out_7553,inf_018,Order,0.08,1,52.0
p_out_7554,inf_018,Order,0.08,1,144.0
p_out_7555,inf_018,Order,0.08,1,144.0
p_out_7556,inf_018,Order,0.08,1,64.0
p_out_7557,inf_018,Order,0.08,1,144.0
p_out_7558,inf_018,Order,0.08,1,64.0
p_out_7559,inf_018,Order,0.08,1,52.0
p_out_7560,inf_018,Order,0.08,1,52.0
p_out_7561,inf_018,Order,0.08,1,52.0
p_out_7562,inf_018,Order,0.08,1,76.0
p_out_7563,inf_018,Order,0.08,1,64.0
p_out_7564,inf_018,Order,0.08,1,64.0
p_out_7565,inf_018,Order,0.08,1,64.0
p_out_7566,inf_018,Order,0.08,1,52.0
p_out_7567,inf_018,Order,0.08,1,64.0
p_out_7568,inf_018,Order,0.08,1,64.0
p_out_7569,inf_018,Order,0.08,1,52.0
p_out_7570,inf_018,Order,0.08,1,76.0
p_out_7571,inf_018,Order,0.08,1,76.0
p_out_7572,inf_018,Order,0.08,1,76.0
p_out_7573,inf_018,Order,0.08,1,52.0
p_out_7574,inf_018,Order,0.08,1,144.0
p_out_7575,inf_018,Order,0.08,1,144.0
p_out_7576,inf_018,Order,0.08,1,76.0
p_out_7577,inf_018,Order,0.08,1,52.0
p_out_7578,inf_018,Order,0.08,1,76.0
p_out_7579,inf_018,Order,0.08,1,64.0
p_out_7580,inf_018,Order,0.08,1,52.0
p_out_7581,inf_018,Order,0.08,1,144.0
p_out_7582,inf_018,Order,0.08,1,76.0
p_out_7583,inf_018,Order,0.08,1,64.0
p_out_7584,inf_018,Order,0.08,1,144.0
p_out_7585,inf_018,Order,0.08,1,76.0
p_out_7586,inf_018,Order,0.08,1,76.0
p_out_7587,inf_018,Order,0.08,1,64.0
p_out_7588,inf_018,Order,0.08,1,52.0
p_out_7589,inf_018,Order,0.08,1,64.0
p_out_7590,inf_018,Order,0.08,1,144.0
p_out_7591,inf_018,Order,0.08,1,52.0
p_out_7592,inf_018,Order,0.08,1,76.0
p_out_7593,inf_018,Order,0.08,1,52.0
p_out_7594,inf_018,Order,0.08,1,144.0
p_out_7595,inf_018,Order,0.08,1,52.0
p_out_7596,inf_018,Order,0.08,1,64.0
p_out_7597,inf_018,Order,0.08,1,64.0
p_out_7598,inf_018,Order,0.08,1,52.0
p_out_7599,inf_018,Order,0.08,1,64.0
p_out_7600,inf_018,Order,0.08,1,64.0
p_out_7601,inf_018,Order,0.08,1,144.0
p_out_7602,inf_018,Order,0.08,1,64.0
p_out_7603,inf_018,Order,0.08,1,64.0
p_out_7604,inf_018,Order,0.08,1,52.0
p_out_7605,inf_018,Order,0.08,1,144.0
p_out_7606,inf_018,Order,0.08,1,144.0
p_out_7607,inf_018,Order,0.08,1,52.0
p_out_7608,inf_018,Order,0.08,1,76.0
p_out_7609,inf_018,Order,0.08,1,76.0
p_out_7610,inf_018,Order,0.08,1,76.0
p_out_7611,inf_018,Order,0.08,1,144.0
p_out_7612,inf_018,Order,0.08,1,52.0
p_out_7613,inf_018,Order,0.08,1,64.0
p_out_7614,inf_018,Order,0.08,1,144.0
p_out_7615,inf_018,Order,0.08,1,144.0
p_out_7616,inf_018,Order,0.08,1,144.0
p_out_7617,inf_018,Order,0.08,1,144.0
p_out_7618,inf_018,Order,0.08,1,64.0
p_out_7619,inf_018,Order,0.08,1,76.0
p_out_7620,inf_018,Order,0.08,1,76.0
p_out_7621,inf_018,Order,0.08,1,52.0
p_out_7622,inf_018,Order,0.08,1,144.0
p_out_7623,inf_018,Order,0.08,1,144.0
p_out_7624,inf_018,Order,0.08,1,64.0
p_out_7625,inf_018,Order,0.08,1,144.0
p_out_7626,inf_018,Order,0.08,1,64.0
p_out_7627,inf_018,Order,0.08,1,52.0
p_out_7628,inf_018,Order,0.08,1,144.0
p_out_7629,inf_018,Order,0.08,1,144.0
p_out_7630,inf_018,Order,0.08,1,144.0
p_out_7631,inf_018,Order,0.08,1,64.0
p_out_7632,inf_018,Order,0.08,1,64.0
p_out_7633,inf_018,Order,0.08,1,144.0
p_out_7634,inf_018,Order,0.08,1,52.0
p_out_7635,inf_018,Order,0.08,1,52.0
p_out_7636,inf_018,Order,0.08,1,64.0
p_out_7637,inf_018,Order,0.08,1,64.0
p_out_7638,inf_018,Order,0.08,1,52.0
p_out_7639,inf_018,Order,0.08,1,52.0
p_out_7640,inf_018,Order,0.08,1,64.0
p_out_7641,inf_018,Order,0.08,1,52.0
p_out_7642,inf_018,Order,0.08,1,64.0
p_out_7643,inf_018,Order,0.08,1,64.0
p_out_7644,inf_018,Order,0.08,1,64.0
p_out_7645,inf_018,Order,0.08,1,76.0
p_out_7646,inf_018,Order,0.08,1,144.0
p_out_7647,inf_018,Order,0.08,1,76.0
p_out_7648,inf_018,Order,0.08,1,64.0
p_out_7649,inf_018,Order,0.08,1,76.0
p_out_7650,inf_018,Order,0.08,1,52.0
p_out_7651,inf_018,Order,0.08,1,52.0
p_out_7652,inf_018,Order,0.08,1,52.0
p_out_7653,inf_018,Order,0.08,1,52.0
p_out_7654,inf_018,Order,0.08,1,64.0
p_out_7655,inf_018,Order,0.08,1,144.0
p_out_7656,inf_018,Order,0.08,1,64.0
p_out_7657,inf_018,Order,0.08,1,64.0
p_out_7658,inf_018,Order,0.08,1,144.0
p_out_7659,inf_018,Order,0.08,1,144.0
p_out_7660,inf_018,Order,0.08,1,52.0
p_out_7661,inf_018,Order,0.08,1,52.0
p_out_7662,inf_018,Order,0.08,1,144.0
p_out_7663,inf_018,Order,0.08,1,52.0
p_out_7664,inf_018,Order,0.08,1,144.0
p_out_7665,inf_018,Order,0.08,1,76.0
p_out_7666,inf_018,Order,0.08,1,64.0
p_out_7667,inf_018,Order,0.08,1,52.0
p_out_7668,inf_018,Order,0.08,1,52.0
p_out_7669,inf_018,Order,0.08,1,144.0
p_out_7670,inf_018,Order,0.08,1,144.0
p_out_7671,inf_018,Order,0.08,1,144.0
p_out_7672,inf_018,Order,0.08,1,76.0
p_out_7673,inf_018,Order,0.08,1,52.0
p_out_7674,inf_018,Order,0.08,1,76.0
p_out_7675,inf_018,Order,0.08,1,76.0
p_out_7676,inf_018,Order,0.08,1,76.0
p_out_7677,inf_018,Order,0.08,1,64.0
p_out_7678,inf_018,Order,0.08,1,76.0
p_out_7679,inf_018,Order,0.08,1,52.0
p_out_7680,inf_018,Order,0.08,1,76.0
p_out_7681,inf_018,Order,0.08,1,52.0
p_out_7682,inf_018,Order,0.08,1,144.0
p_out_7683,inf_018,Order,0.08,1,76.0
p_out_7684,inf_018,Order,0.08,1,144.0
p_out_7685,inf_018,Order,0.08,1,64.0
p_out_7686,inf_018,Order,0.08,1,64.0
p_out_7687,inf_018,Order,0.08,1,144.0
p_out_7688,inf_018,Order,0.08,1,52.0
p_out_7689,inf_018,Order,0.08,1,144.0
p_out_7690,inf_018,Order,0.08,1,76.0
p_out_7691,inf_018,Order,0.08,1,64.0
p_out_7692,inf_018,Order,0.08,1,76.0
p_out_7693,inf_018,Order,0.08,1,52.0
p_out_7694,inf_018,Order,0.08,1,144.0
p_out_7695,inf_018,Order,0.08,1,144.0
p_out_7696,inf_018,Order,0.08,1,76.0
p_out_7697,inf_018,Order,0.08,1,64.0
p_out_7698,inf_018,Order,0.08,1,52.0
p_out_7699,inf_018,Order,0.08,1,64.0
p_out_7700,inf_018,Order,0.08,1,144.0
p_out_7701,inf_018,Order,0.08,1,64.0
p_out_7702,inf_018,Order,0.08,1,64.0
p_out_7703,inf_018,Order,0.08,1,52.0
p_out_7704,inf_018,Order,0.08,1,144.0
p_out_7705,inf_018,Order,0.08,1,52.0
p_out_7706,inf_018,Order,0.08,1,64.0
p_out_7707,inf_018,Order,0.08,1,64.0
p_out_7708,inf_018,Order,0.08,1,144.0
p_out_7709,inf_018,Order,0.08,1,76.0
p_out_7710,inf_018,Order,0.08,1,144.0
p_out_7711,inf_018,Order,0.08,1,52.0
p_out_7712,inf_018,Order,0.08,1,52.0
p_out_7713,inf_018,Order,0.08,1,64.0
p_out_7714,inf_018,Order,0.08,1,144.0
p_out_7715,inf_018,Order,0.08,1,144.0
p_out_7716,inf_018,Order,0.08,1,52.0
p_out_7717,inf_018,Order,0.08,1,144.0
p_out_7718,inf_018,Order,0.08,1,76.0
p_out_7719,inf_018,Order,0.08,1,144.0
p_out_7720,inf_018,Order,0.08,1,64.0
p_out_7721,inf_018,Order,0.08,1,76.0
p_out_7722,inf_018,Order,0.08,1,76.0
p_out_7723,inf_018,Order,0.08,1,64.0
p_out_7724,inf_018,Order,0.08,1,76.0
p_out_7725,inf_018,Order,0.08,1,144.0
p_out_7726,inf_018,Order,0.08,1,52.0
p_out_7727,inf_018,Order,0.08,1,52.0
p_out_7728,inf_018,Order,0.08,1,76.0
p_out_7729,inf_018,Order,0.08,1,52.0
p_out_7730,inf_018,Order,0.08,1,144.0
p_out_7731,inf_018,Order,0.08,1,52.0
p_out_7732,inf_018,Order,0.08,1,76.0
p_out_7733,inf_018,Order,0.08,1,64.0
p_out_7734,inf_018,Order,0.08,1,144.0
p_out_7735,inf_018,Order,0.08,1,144.0
p_out_7736,inf_018,Order,0.08,1,76.0
p_out_7737,inf_018,Order,0.08,1,64.0
p_out_7738,inf_018,Order,0.08,1,64.0
p_out_7739,inf_019,Order,0.08,1,52.0
p_out_7740,inf_019,Order,0.08,1,144.0
p_out_7741,inf_019,Order,0.08,1,52.0
p_out_7742,inf_019,Order,0.08,1,76.0
p_out_7743,inf_019,Order,0.08,1,144.0
p_out_7744,inf_019,Order,0.08,1,144.0
p_out_7745,inf_019,Order,0.08,1,64.0
p_out_7746,inf_019,Order,0.08,1,52.0
p_out_7747,inf_019,Order,0.08,1,76.0
p_out_7748,inf_019,Order,0.08,1,76.0
p_out_7749,inf_019,Order,0.08,1,144.0
p_out_7750,inf_019,Order,0.08,1,52.0
p_out_7751,inf_019,Order,0.08,1,76.0
p_out_7752,inf_019,Order,0.08,1,52.0
p_out_7753,inf_019,Order,0.08,1,64.0
p_out_7754,inf_019,Order,0.08,1,64.0
p_out_7755,inf_019,Order,0.08,1,52.0
p_out_7756,inf_019,Order,0.08,1,144.0
p_out_7757,inf_019,Order,0.08,1,52.0
p_out_7758,inf_019,Order,0.08,1,52.0
p_out_7759,inf_019,Order,0.08,1,76.0
p_out_7760,inf_019,Order,0.08,1,76.0
p_out_7761,inf_019,Order,0.08,1,144.0
p_out_7762,inf_019,Order,0.08,1,64.0
p_out_7763,inf_019,Order,0.08,1,52.0
p_out_7764,inf_019,Order,0.08,1,52.0
p_out_7765,inf_019,Order,0.08,1,64.0
p_out_7766,inf_019,Order,0.08,1,76.0
p_out_7767,inf_019,Order,0.08,1,76.0
p_out_7768,inf_019,Order,0.08,1,144.0
p_out_7769,inf_019,Order,0.08,1,64.0
p_out_7770,inf_019,Order,0.08,1,64.0
p_out_7771,inf_019,Order,0.08,1,144.0
p_out_7772,inf_019,Order,0.08,1,64.0
p_out_7773,inf_019,Order,0.08,1,144.0
p_out_7774,inf_019,Order,0.08,1,144.0
p_out_7775,inf_019,Order,0.08,1,76.0
p_out_7776,inf_019,Order,0.08,1,52.0
p_out_7777,inf_019,Order,0.08,1,52.0
p_out_7778,inf_019,Order,0.08,1,144.0
p_out_7779,inf_019,Order,0.08,1,52.0
p_out_7780,inf_019,Order,0.08,1,76.0
p_out_7781,inf_019,Order,0.08,1,76.0
p_out_7782,inf_019,Order,0.08,1,64.0
p_out_7783,inf_019,Order,0.08,1,52.0
p_out_7784,inf_019,Order,0.08,1,64.0
p_out_7785,inf_019,Order,0.08,1,52.0
p_out_7786,inf_019,Order,0.08,1,76.0
p_out_7787,inf_019,Order,0.08,1,144.0
p_out_7788,inf_019,Order,0.08,1,76.0
p_out_7789,inf_019,Order,0.08,1,144.0
p_out_7790,inf_019,Order,0.08,1,144.0
p_out_7791,inf_019,Order,0.08,1,76.0
p_out_7792,inf_019,Order,0.08,1,76.0
p_out_7793,inf_019,Order,0.08,1,144.0
p_out_7794,inf_019,Order,0.08,1,76.0
p_out_7795,inf_019,Order,0.08,1,64.0
p_out_7796,inf_019,Order,0.08,1,52.0
p_out_7797,inf_019,Order,0.08,1,52.0
p_out_7798,inf_019,Order,0.08,1,76.0
p_out_7799,inf_019,Order,0.08,1,64.0
p_out_7800,inf_019,Order,0.08,1,52.0
p_out_7801,inf_019,Order,0.08,1,76.0
p_out_7802,inf_019,Order,0.08,1,76.0
p_out_7803,inf_019,Order,0.08,1,144.0
p_out_7804,inf_019,Order,0.08,1,52.0
p_out_7805,inf_019,Order,0.08,1,64.0
p_out_7806,inf_019,Order,0.08,1,52.0
p_out_7807,inf_019,Order,0.08,1,76.0
p_out_7808,inf_019,Order,0.08,1,144.0
p_out_7809,inf_019,Order,0.08,1,144.0
p_out_7810,inf_019,Order,0.08,1,52.0
p_out_7811,inf_019,Order,0.08,1,64.0
p_out_7812,inf_019,Order,0.08,1,52.0
p_out_7813,inf_019,Order,0.08,1,64.0
p_out_7814,inf_019,Order,0.08,1,52.0
p_out_7815,inf_019,Order,0.08,1,52.0
p_out_7816,inf_019,Order,0.08,1,144.0
p_out_7817,inf_019,Order,0.08,1,144.0
p_out_7818,inf_019,Order,0.08,1,64.0
p_out_7819,inf_019,Order,0.08,1,52.0
p_out_7820,inf_019,Order,0.08,1,64.0
p_out_7821,inf_019,Order,0.08,1,144.0
p_out_7822,inf_019,Order,0.08,1,64.0
p_out_7823,inf_019,Order,0.08,1,144.0
p_out_7824,inf_019,Order,0.08,1,52.0
p_out_7825,inf_019,Order,0.08,1,64.0
p_out_7826,inf_019,Order,0.08,1,144.0
p_out_7827,inf_019,Order,0.08,1,144.0
p_out_7828,inf_019,Order,0.08,1,64.0
p_out_7829,inf_019,Order,0.08,1,52.0
p_out_7830,inf_019,Order,0.08,1,76.0
p_out_7831,inf_019,Order,0.08,1,144.0
p_out_7832,inf_019,Order,0.08,1,76.0
p_out_7833,inf_019,Order,0.08,1,64.0
p_out_7834,inf_019,Order,0.08,1,64.0
p_out_7835,inf_019,Order,0.08,1,52.0
p_out_7836,inf_019,Order,0.08,1,76.0
p_out_7837,inf_019,Order,0.08,1,144.0
p_out_7838,inf_019,Order,0.08,1,144.0
p_out_7839,inf_019,Order,0.08,1,52.0
p_out_7840,inf_019,Order,0.08,1,76.0
p_out_7841,inf_019,Order,0.08,1,144.0
p_out_7842,inf_019,Order,0.08,1,76.0
p_out_7843,inf_019,Order,0.08,1,52.0
p_out_7844,inf_019,Order,0.08,1,76.0
p_out_7845,inf_019,Order,0.08,1,64.0
p_out_7846,inf_019,Order,0.08,1,52.0
p_out_7847,inf_019,Order,0.08,1,144.0
p_out_7848,inf_019,Order,0.08,1,144.0
p_out_7849,inf_019,Order,0.08,1,52.0
p_out_7850,inf_019,Order,0.08,1,144.0
p_out_7851,inf_019,Order,0.08,1,64.0
p_out_7852,inf_019,Order,0.08,1,52.0
p_out_7853,inf_019,Order,0.08,1,52.0
p_out_7854,inf_019,Order,0.08,1,144.0
p_out_7855,inf_019,Order,0.08,1,64.0
p_out_7856,inf_019,Order,0.08,1,144.0
p_out_7857,inf_019,Order,0.08,1,76.0
p_out_7858,inf_019,Order,0.08,1,52.0
p_out_7859,inf_019,Order,0.08,1,64.0
p_out_7860,inf_019,Order,0.08,1,52.0
p_out_7861,inf_019,Order,0.08,1,64.0
p_out_7862,inf_019,Order,0.08,1,64.0
p_out_7863,inf_019,Order,0.08,1,144.0
p_out_7864,inf_019,Order,0.08,1,64.0
p_out_7865,inf_019,Order,0.08,1,144.0
p_out_7866,inf_019,Order,0.08,1,144.0
p_out_7867,inf_019,Order,0.08,1,52.0
p_out_7868,inf_019,Order,0.08,1,144.0
p_out_7869,inf_019,Order,0.08,1,64.0
p_out_7870,inf_019,Order,0.08,1,52.0
p_out_7871,inf_019,Order,0.08,1,76.0
p_out_7872,inf_019,Order,0.08,1,52.0
p_out_7873,inf_019,Order,0.08,1,144.0
p_out_7874,inf_019,Order,0.08,1,144.0
p_out_7875,inf_019,Order,0.08,1,144.0
p_out_7876,inf_019,Order,0.08,1,64.0
p_out_7877,inf_019,Order,0.08,1,64.0
p_out_7878,inf_019,Order,0.08,1,144.0
p_out_7879,inf_019,Order,0.08,1,52.0
p_out_7880,inf_019,Order,0.08,1,76.0
p_out_7881,inf_019,Order,0.08,1,76.0
p_out_7882,inf_019,Order,0.08,1,144.0
p_out_7883,inf_019,Order,0.08,1,52.0
p_out_7884,inf_019,Order,0.08,1,76.0
p_out_7885,inf_019,Order,0.08,1,52.0
p_out_7886,inf_019,Order,0.08,1,76.0
p_out_7887,inf_019,Order,0.08,1,76.0
p_out_7888,inf_019,Order,0.08,1,76.0
p_out_7889,inf_019,Order,0.08,1,64.0
p_out_7890,inf_019,Order,0.08,1,64.0
p_out_7891,inf_019,Order,0.08,1,52.0
p_out_7892,inf_019,Order,0.08,1,64.0
p_out_7893,inf_019,Order,0.08,1,76.0
p_out_7894,inf_019,Order,0.08,1,52.0
p_out_7895,inf_019,Order,0.08,1,76.0
p_out_7896,inf_019,Order,0.08,1,64.0
p_out_7897,inf_019,Order,0.08,1,52.0
p_out_7898,inf_019,Order,0.08,1,64.0
p_out_7899,inf_019,Order,0.08,1,76.0
p_out_7900,inf_019,Order,0.08,1,76.0
p_out_7901,inf_019,Order,0.08,1,144.0
p_out_7902,inf_019,Order,0.08,1,76.0
p_out_7903,inf_019,Order,0.08,1,52.0
p_out_7904,inf_019,Order,0.08,1,64.0
p_out_7905,inf_019,Order,0.08,1,64.0
p_out_7906,inf_019,Order,0.08,1,52.0
p_out_7907,inf_019,Order,0.08,1,64.0
p_out_7908,inf_019,Order,0.08,1,52.0
p_out_7909,inf_019,Order,0.08,1,76.0
p_out_7910,inf_019,Order,0.08,1,52.0
p_out_7911,inf_019,Order,0.08,1,52.0
p_out_7912,inf_019,Order,0.08,1,76.0
p_out_7913,inf_019,Order,0.08,1,76.0
p_out_7914,inf_019,Order,0.08,1,76.0
p_out_7915,inf_019,Order,0.08,1,144.0
p_out_7916,inf_019,Order,0.08,1,144.0
p_out_7917,inf_019,Order,0.08,1,144.0
p_out_7918,inf_019,Order,0.08,1,76.0
p_out_7919,inf_019,Order,0.08,1,144.0
p_out_7920,inf_019,Order,0.08,1,64.0
p_out_7921,inf_019,Order,0.08,1,144.0
p_out_7922,inf_019,Order,0.08,1,76.0
p_out_7923,inf_019,Order,0.08,1,144.0
p_out_7924,inf_019,Order,0.08,1,64.0
p_out_7925,inf_019,Order,0.08,1,64.0
p_out_7926,inf_019,Order,0.08,1,76.0
p_out_7927,inf_019,Order,0.08,1,76.0
p_out_7928,inf_019,Order,0.08,1,144.0
p_out_7929,inf_019,Order,0.08,1,76.0
p_out_7930,inf_019,Order,0.08,1,144.0
p_out_7931,inf_019,Order,0.08,1,64.0
p_out_7932,inf_019,Order,0.08,1,64.0
p_out_7933,inf_019,Order,0.08,1,144.0
p_out_7934,inf_019,Order,0.08,1,76.0
p_out_7935,inf_019,Order,0.08,1,64.0
p_out_7936,inf_019,Order,0.08,1,52.0
p_out_7937,inf_019,Order,0.08,1,144.0
p_out_7938,inf_019,Order,0.08,1,144.0
p_out_7939,inf_019,Order,0.08,1,144.0
p_out_7940,inf_019,Order,0.08,1,144.0
p_out_7941,inf_019,Order,0.08,1,76.0
p_out_7942,inf_019,Order,0.08,1,144.0
p_out_7943,inf_019,Order,0.08,1,52.0
p_out_7944,inf_019,Order,0.08,1,144.0
p_out_7945,inf_019,Order,0.08,1,144.0
p_out_7946,inf_019,Order,0.08,1,76.0
p_out_7947,inf_019,Order,0.08,1,76.0
p_out_7948,inf_019,Order,0.08,1,64.0
p_out_7949,inf_019,Order,0.08,1,120.0
p_out_7950,inf_019,Order,0.08,1,120.0
p_out_7951,inf_019,Order,0.08,1,96.0
p_out_7952,inf_019,Order,0.08,1,120.0
p_out_7953,inf_019,Order,0.08,1,72.0
p_out_7954,inf_019,Order,0.08,1,96.0
p_out_7955,inf_019,Order,0.08,1,96.0
p_out_7956,inf_019,Order,0.08,1,72.0
p_out_7957,inf_019,Order,0.08,1,72.0
p_out_7958,inf_019,Order,0.08,1,72.0
p_out_7959,inf_019,Order,0.08,1,96.0
p_out_7960,inf_019,Order,0.08,1,120.0
p_out_7961,inf_019,Order,0.08,1,72.0
p_out_7962,inf_019,Order,0.08,1,120.0
p_out_7963,inf_019,Order,0.08,1,96.0
p_out_7964,inf_019,Order,0.08,1,120.0
p_out_7965,inf_019,Order,0.08,1,96.0
p_out_7966,inf_019,Order,0.08,1,96.0
p_out_7967,inf_019,Order,0.08,1,304.0
p_out_7968,inf_019,Order,0.08,1,120.0
p_out_7969,inf_019,Order,0.08,1,72.0
p_out_7970,inf_019,Order,0.08,1,72.0
p_out_7971,inf_019,Order,0.08,1,120.0
p_out_7972,inf_019,Order,0.08,1,304.0
p_out_7973,inf_019,Order,0.08,1,304.0
p_out_7974,inf_019,Order,0.08,1,120.0
p_out_7975,inf_019,Order,0.08,1,120.0
p_out_7976,inf_019,Order,0.08,1,96.0
p_out_7977,inf_019,Order,0.08,1,120.0
p_out_7978,inf_019,Order,0.08,1,120.0
p_out_7979,inf_019,Order,0.08,1,120.0
p_out_7980,inf_019,Order,0.08,1,72.0
p_out_7981,inf_019,Order,0.08,1,72.0
p_out_7982,inf_019,Order,0.08,1,72.0
p_out_7983,inf_019,Order,0.08,1,120.0
p_out_7984,inf_019,Order,0.08,1,120.0
p_out_7985,inf_019,Order,0.08,1,120.0
p_out_7986,inf_019,Order,0.08,1,120.0
p_out_7987,inf_019,Order,0.08,1,96.0
p_out_7988,inf_019,Order,0.08,1,120.0
p_out_7989,inf_019,Order,0.08,1,120.0
p_out_7990,inf_019,Order,0.08,1,120.0
p_out_7991,inf_019,Order,0.08,1,120.0
p_out_7992,inf_019,Order,0.08,1,72.0
p_out_7993,inf_019,Order,0.08,1,304.0
p_out_7994,inf_019,Order,0.08,1,304.0
p_out_7995,inf_019,Order,0.08,1,72.0
p_out_7996,inf_019,Order,0.08,1,120.0
p_out_7997,inf_019,Order,0.08,1,304.0
p_out_7998,inf_019,Order,0.08,1,120.0
